class	class_uri	slot	slot_uri	broad_mappings	close_mappings	exact_mappings	mappings	narrow_mappings	abstract	alias	aliases	annotation_expected_value	annotation_occurrence	annotation_preferred_unit	annotation_tooltip	any_of	comments	contributors	description	designates_type	example_values	id_prefixes	identifier	inlined	inlined_as_list	is_a	list_elements_ordered	maximum_cardinality	maximum_value	minimum_cardinality	minimum_value	mixins	multivalued	notes	pattern	range	rank	recommended	required	see_also	slot_group	string_serialization	structured_aliases	structured_pattern.syntax	title	todos
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	version																																		string							JsonObj()			
MetatranscriptomeExpressionAnalysis	nmdc:MetatranscriptomeExpressionAnalysis	was_informed_by					prov:wasInformedBy																												^(nmdc):(omprc|dgns)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	DataGeneration			True				"JsonObj(was_informed_by=StructuredAlias({
  'literal_form': 'was_informed_by',
  'predicate': AliasPredicateEnum(text='EXACT_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#exactMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:(omprc|dgns)-{id_shoulder}-{id_blade}$		
MixingProcess	nmdc:MixingProcess	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
MixingProcess	nmdc:MixingProcess	description	dcterms:description																a human-readable description of a thing																	string							JsonObj()			
MixingProcess	nmdc:MixingProcess	duration																	The elapsed time of an activity.		JsonObj(has_numeric_value=2, has_unit='hours')															QuantityValue							JsonObj()			
MixingProcess	nmdc:MixingProcess	end_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was ended																	string							JsonObj()			add date string validation pattern
MixingProcess	nmdc:MixingProcess	has_failure_categorization																						True	True								True			FailureCategorization							JsonObj()			
MixingProcess	nmdc:MixingProcess	has_input									input								An input to a process.														True		^(nmdc):(bsm|procsm)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	Sample							JsonObj()	{id_nmdc_prefix}:(bsm|procsm)-{id_shoulder}-{id_blade}$		
MixingProcess	nmdc:MixingProcess	has_output									output								The mixed sample.														True		^(nmdc):procsm-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	ProcessedSample							JsonObj()	{id_nmdc_prefix}:procsm-{id_shoulder}-{id_blade}$		
MixingProcess	nmdc:MixingProcess	id																	A unique identifier for a thing. Must be either a CURIE shorthand for a URI or a complete URI		nmdc:mgmag-00-x012.1_7_c1		True											abstracted pattern: prefix:typecode-authshoulder-blade(.version)?(_seqsuffix)?|a minimum length of 3 characters is suggested for typecodes, but 1 or 2 characters will be accepted|typecodes must correspond 1:1 to a class in the NMDC schema. this will be checked via per-class id slot usage assertions|minting authority shoulders should probably be enumerated and checked in the pattern	^(nmdc):mixpro-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	uriorcurie			True				"JsonObj(workflow_execution_id=StructuredAlias({
  'literal_form': 'workflow_execution_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}), data_object_id=StructuredAlias({
  'literal_form': 'data_object_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:mixpro-{id_shoulder}-{id_blade}$		
MixingProcess	nmdc:MixingProcess	instrument_used																	What instrument was used during DataGeneration or MaterialProcessing.														True			Instrument							JsonObj()			
MixingProcess	nmdc:MixingProcess	name																	A human readable label for an entity																	string							JsonObj()			
MixingProcess	nmdc:MixingProcess	processing_institution																	The organization that processed the sample.																	ProcessingInstitutionEnum							JsonObj()			
MixingProcess	nmdc:MixingProcess	protocol_link																																		Protocol							JsonObj()			
MixingProcess	nmdc:MixingProcess	qc_comment																	Slot to store additional comments about laboratory or workflow output. For workflow output it may describe the particular workflow stage that failed. (ie Failed at call-stage due to a malformed fastq file).																	string							JsonObj()			
MixingProcess	nmdc:MixingProcess	qc_status																	Stores information about the result of a process (ie the process of sequencing a library may have for qc_status of 'fail' if not enough data was generated)																	StatusEnum							JsonObj()			
MixingProcess	nmdc:MixingProcess	start_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was started																	string							JsonObj()			add date string validation pattern
MixingProcess	nmdc:MixingProcess	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MobilePhaseSegment	nmdc:MobilePhaseSegment	duration																	The elapsed time of an activity.		JsonObj(has_numeric_value=2, has_unit='hours')															QuantityValue							JsonObj()			
MobilePhaseSegment	nmdc:MobilePhaseSegment	substances_used																	The substances that are combined to enable a ChemicalConversionProcess.					True	True								True			PortionOfSubstance							JsonObj()			
MobilePhaseSegment	nmdc:MobilePhaseSegment	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
MobilePhaseSegment	nmdc:MobilePhaseSegment	volume																ORCID:0009-0001-1555-1601|ORCID:0000-0002-8683-0050	The volume of a substance.																	QuantityValue							JsonObj()			
NamedThing	nmdc:NamedThing	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
NamedThing	nmdc:NamedThing	description	dcterms:description																a human-readable description of a thing																	string							JsonObj()			
NamedThing	nmdc:NamedThing	id																	A unique identifier for a thing. Must be either a CURIE shorthand for a URI or a complete URI		nmdc:mgmag-00-x012.1_7_c1		True											abstracted pattern: prefix:typecode-authshoulder-blade(.version)?(_seqsuffix)?|a minimum length of 3 characters is suggested for typecodes, but 1 or 2 characters will be accepted|typecodes must correspond 1:1 to a class in the NMDC schema. this will be checked via per-class id slot usage assertions|minting authority shoulders should probably be enumerated and checked in the pattern	^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,]*$	uriorcurie			True				"JsonObj(workflow_execution_id=StructuredAlias({
  'literal_form': 'workflow_execution_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}), data_object_id=StructuredAlias({
  'literal_form': 'data_object_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
NamedThing	nmdc:NamedThing	name																	A human readable label for an entity																	string							JsonObj()			
NamedThing	nmdc:NamedThing	type	rdf:type																the class_uri of the class that has been instantiated	True	nmdc:Biosample|nmdc:Study													replaces legacy nmdc:type slot|makes it easier to read example data files|required for polymorphic MongoDB collections		uriorcurie			True	https://github.com/microbiomedata/nmdc-schema/issues/1048|https://github.com/microbiomedata/nmdc-schema/issues/1233|https://github.com/microbiomedata/nmdc-schema/issues/248			"JsonObj(workflow_execution_class=StructuredAlias({
  'literal_form': 'workflow_execution_class',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"			
NomAnalysis	nmdc:NomAnalysis	alternative_identifiers																	A list of alternative identifiers for the entity.														True		^[a-zA-Z0-9][a-zA-Z0-9_\.]+:[a-zA-Z0-9_][a-zA-Z0-9_\-\/\.,\(\)\=\#]*$	uriorcurie							JsonObj()			
NomAnalysis	nmdc:NomAnalysis	description	dcterms:description																a human-readable description of a thing																	string							JsonObj()			
NomAnalysis	nmdc:NomAnalysis	end_date															We are using string representations of dates until all components of our ecosystem can handle ISO 8610 dates|The date should be formatted as YYYY-MM-DD		The date on which any process or activity was ended																	string							JsonObj()			add date string validation pattern
NomAnalysis	nmdc:NomAnalysis	ended_at_time					prov:endedAtTime																											The regex for ISO-8601 format was taken from here: https://www.myintervals.com/blog/2009/05/20/iso-8601-date-validation-that-doesnt-suck/ It may not be complete, but it is good enough for now.	^([\+-]?\d{4}(?!\d{2}\b))((-?)((0[1-9]|1[0-2])(\3([12]\d|0[1-9]|3[01]))?|W([0-4]\d|5[0-2])(-?[1-7])?|(00[1-9]|0[1-9]\d|[12]\d{2}|3([0-5]\d|6[1-6])))([T\s]((([01]\d|2[0-3])((:?)[0-5]\d)?|24\:?00)([\.,]\d+(?!:))?)?(\17[0-5]\d([\.,]\d+)?)?([zZ]|([\+-])([01]\d|2[0-3]):?([0-5]\d)?)?)?)?$	string							JsonObj()			
NomAnalysis	nmdc:NomAnalysis	execution_resource																	The computing resource or facility where the workflow was executed.		NERSC-Cori															ExecutionResourceEnum			True				JsonObj()			
NomAnalysis	nmdc:NomAnalysis	git_url																	The url that points to the exact github location of a workflow.		https://github.com/microbiomedata/mg_annotation/releases/tag/0.1|https://github.com/microbiomedata/metaMS/blob/master/metaMS/gcmsWorkflow.py															string			True				JsonObj()			
NomAnalysis	nmdc:NomAnalysis	has_failure_categorization																						True	True								True			FailureCategorization							JsonObj()			
NomAnalysis	nmdc:NomAnalysis	has_input									input								An input to a process.														True		^(nmdc):(dobj)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	NamedThing			True				JsonObj()	{id_nmdc_prefix}:(dobj)-{id_shoulder}-{id_blade}$		
NomAnalysis	nmdc:NomAnalysis	has_output									output								An output from a process.														True		^(nmdc):(dobj)-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})$	NamedThing							JsonObj()	{id_nmdc_prefix}:(dobj)-{id_shoulder}-{id_blade}$		
NomAnalysis	nmdc:NomAnalysis	id																	A unique identifier for a thing. Must be either a CURIE shorthand for a URI or a complete URI		nmdc:mgmag-00-x012.1_7_c1		True											abstracted pattern: prefix:typecode-authshoulder-blade(.version)?(_seqsuffix)?|a minimum length of 3 characters is suggested for typecodes, but 1 or 2 characters will be accepted|typecodes must correspond 1:1 to a class in the NMDC schema. this will be checked via per-class id slot usage assertions|minting authority shoulders should probably be enumerated and checked in the pattern	^(nmdc):wfnom-([0-9][a-z]{0,6}[0-9])-([A-Za-z0-9]{1,})(\.[0-9]{1,})$	uriorcurie			True				"JsonObj(workflow_execution_id=StructuredAlias({
  'literal_form': 'workflow_execution_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}), data_object_id=StructuredAlias({
  'literal_form': 'data_object_id',
  'predicate': AliasPredicateEnum(text='NARROW_SYNONYM', meaning='http://www.w3.org/2004/02/skos/core#narrowerMatch'),
  'contexts': ['https://bitbucket.org/berkeleylab/jgi-jat/macros/nmdc_metadata.yaml']
}))"	{id_nmdc_prefix}:wfnom-{id_shoulder}-{id_blade}{id_version}$		
NomAnalysis	nmdc:NomAnalysis	name																	A human readable label for an entity																	string							JsonObj()			
NomAnalysis	nmdc:NomAnalysis	processing_institution																	The organization that processed the sample.																	ProcessingInstitutionEnum							JsonObj()			
NomAnalysis	nmdc:NomAnalysis	protocol_link																																		Protocol							JsonObj()			
NomAnalysis	nmdc:NomAnalysis	qc_comment																	Slot to store additional comments about laboratory or workflow output. For workflow output it may describe the particular workflow stage that failed. (ie Failed at call-stage due to a malformed fastq file).																	string							JsonObj()			
