projectGoldId	sequencingStrategy	projectStatus	studyGoldId	biosampleGoldId	ncbiBioProjectAccession	ncbiBioSampleAccession	sraExperimentIds
Gp0577870	Metagenome	incomplete	Gs0154244	Gb0297344	PRJEB42019	SAMEA7723490	ERX4811290|ERX4814055|ERX4812569|ERX4813268
Gp0619441	Targeted Gene Survey	incomplete	Gs0154244	Gb0297344	PRJEB42019	SAMEA7723490	ERX4806124|ERX4804255|ERX4806585|ERX4805065|ERX4803911|ERX4803479|ERX4807089|ERX4807542|ERX4809711|ERX4805697
Gp0577534	Metagenome	incomplete	Gs0154244	Gb0297317	PRJEB42019	SAMEA7723403	ERX4812338|ERX4812908|ERX4813695|ERX4811059
Gp0619372	Targeted Gene Survey	incomplete	Gs0154244	Gb0297317	PRJEB42019	SAMEA7723403	ERX4807457|ERX4804882|ERX4807854|ERX4804088|ERX4803392|ERX4806907|ERX4803824|ERX4805944|ERX4807664|ERX4805532|ERX4806500
Gp0619800	Targeted Gene Survey	incomplete	Gs0154244	Gb0297394	PRJEB42019	SAMEA7723900	ERX4806950|ERX4807679|ERX4805583|ERX4807868|ERX4804141|ERX4804925|ERX4805985
Gp0578339	Metagenome	incomplete	Gs0154244	Gb0297394	PRJEB42019	SAMEA7723900	ERX4811109|ERX4813746|ERX4812959|ERX4812388
Gp0619440	Targeted Gene Survey	incomplete	Gs0154244	Gb0297343	PRJEB42019	SAMEA7723489	ERX4805695|ERX4804253|ERX4806122|ERX4806584|ERX4805063|ERX4803910|ERX4807087|ERX4807541|ERX4803478|ERX4807786
Gp0577862	Metagenome	incomplete	Gs0154244	Gb0297343	PRJEB42019	SAMEA7723489	ERX4814053|ERX4813266
Gp0577911	Metagenome	incomplete	Gs0154244	Gb0297349	PRJEB42019	SAMEA7723495	ERX4814063|ERX4813276
Gp0619446	Targeted Gene Survey	incomplete	Gs0154244	Gb0297349	PRJEB42019	SAMEA7723495	ERX4803484|ERX4809713|ERX4807547|ERX4804263|ERX4803916|ERX4807095|ERX4806130|ERX4805705|ERX4806590|ERX4805071
Gp0577934	Metagenome	incomplete	Gs0154244	Gb0297352	PRJEB42019	SAMEA7723510	ERX4813373|ERX4812635|ERX4814160|ERX4811356
Gp0619461	Targeted Gene Survey	incomplete	Gs0154244	Gb0297352	PRJEB42019	SAMEA7723510	ERX4807117|ERX4804284|ERX4807705|ERX4806152|ERX4805093|ERX4806605|ERX4805724|ERX4807562|ERX4803931|ERX4803499|ERX4807894
Gp0578307	Metagenome	incomplete	Gs0154244	Gb0297387	PRJEB42019	SAMEA7723878	ERX4812910|ERX4812340|ERX4811061|ERX4813697
Gp0619778	Targeted Gene Survey	incomplete	Gs0154244	Gb0297387	PRJEB42019	SAMEA7723878	ERX4806909|ERX4805946|ERX4804090|ERX4805534|ERX4807665|ERX4804884
Gp0619821	Targeted Gene Survey	incomplete	Gs0154244	Gb0297399	PRJEB42019	SAMEA7723933	ERX4805024|ERX4805650|ERX4807965|ERX4804207|ERX4806083|ERX4807049
Gp0578344	Metagenome	incomplete	Gs0154244	Gb0297399	PRJEB42019	SAMEA7723933	ERX4811229|ERX4812508|ERX4813204|ERX4813991
Gp0578349	Metagenome	incomplete	Gs0154244	Gb0297404	PRJEB42019	SAMEA7723938	ERX4812515|ERX4813998|ERX4813211|ERX4811236
Gp0619826	Targeted Gene Survey	incomplete	Gs0154244	Gb0297404	PRJEB42019	SAMEA7723938	ERX4807778|ERX4806088|ERX4807054|ERX4805657|ERX4804214|ERX4805029
Gp0578363	Metagenome	incomplete	Gs0154244	Gb0297418	PRJEB42019	SAMEA7723958	ERX4813252|ERX4812560|ERX4811281|ERX4814039
Gp0619840	Targeted Gene Survey	incomplete	Gs0154244	Gb0297418	PRJEB42019	SAMEA7723958	ERX4806111|ERX4805681|ERX4805052|ERX4807077|ERX4804239|ERX4807973
Gp0578365	Metagenome	incomplete	Gs0154244	Gb0297420	PRJEB42019	SAMEA7723960	ERX4813261|ERX4814048
Gp0619842	Targeted Gene Survey	incomplete	Gs0154244	Gb0297420	PRJEB42019	SAMEA7723960	ERX4807975|ERX4807083|ERX4805690|ERX4806118|ERX4804248|ERX4805059
Gp0619847	Targeted Gene Survey	incomplete	Gs0154244	Gb0297425	PRJEB42019	SAMEA7723965	ERX4807978|ERX4807094|ERX4804262|ERX4805704|ERX4805070|ERX4806129
Gp0578370	Metagenome	incomplete	Gs0154244	Gb0297425	PRJEB42019	SAMEA7723965	ERX4813275|ERX4814062
Gp0578378	Metagenome	incomplete	Gs0154244	Gb0297433	PRJEB42019	SAMEA7724001	ERX4814264|ERX4812723|ERX4811444|ERX4813477
Gp0619883	Targeted Gene Survey	incomplete	Gs0154244	Gb0297433	PRJEB42019	SAMEA7724001	ERX4807172|ERX4806207|ERX4809730|ERX4805148|ERX4804345|ERX4805785
Gp0578018	Metagenome	incomplete	Gs0154244	Gb0297358	PRJEB42019	SAMEA7723543	ERX4813492|ERX4811459|ERX4812738|ERX4814279
Gp0619494	Targeted Gene Survey	incomplete	Gs0154244	Gb0297358	PRJEB42019	SAMEA7723543	ERX4807722|ERX4807911|ERX4807182|ERX4806638|ERX4807595|ERX4803964|ERX4806218|ERX4804357|ERX4803532|ERX4805159|ERX4805797
Gp0577840	Metagenome	incomplete	Gs0154244	Gb0297340	PRJEB42019	SAMEA7723486	ERX4813262|ERX4814049
Gp0619437	Targeted Gene Survey	incomplete	Gs0154244	Gb0297340	PRJEB42019	SAMEA7723486	ERX4805355|ERX4803907|ERX4807539|ERX4805691|ERX4806581|ERX4807371|ERX4809709|ERX4804249|ERX4803689|ERX4806789|ERX4803475
Gp0619495	Targeted Gene Survey	incomplete	Gs0154244	Gb0297359	PRJEB42019	SAMEA7723544	ERX4807183|ERX4804825|ERX4803965|ERX4806639|ERX4805160|ERX4806219|ERX4807596|ERX4803533|ERX4806478
Gp0578032	Metagenome	incomplete	Gs0154244	Gb0297359	PRJEB42019	SAMEA7723544	ERX4813493|ERX4811460|ERX4814280|ERX4812739
Gp0578395	Metagenome	incomplete	Gs0154244	Gb0297450	PRJEB42019	SAMEA7724033	ERX4812780|ERX4811501
Gp0619915	Targeted Gene Survey	incomplete	Gs0154244	Gb0297450	PRJEB42019	SAMEA7724033	ERX4805837|ERX4809740|ERX4804399
Gp0578281	Metagenome	incomplete	Gs0154244	Gb0297385	PRJEB42019	SAMEA7723876	ERX4813693|ERX4812906|ERX4811057|ERX4812336
Gp0619776	Targeted Gene Survey	incomplete	Gs0154244	Gb0297385	PRJEB42019	SAMEA7723876	ERX4805530|ERX4807756|ERX4804880|ERX4804086|ERX4806905|ERX4805942
Gp0578376	Metagenome	incomplete	Gs0154244	Gb0297431	PRJEB42019	SAMEA7723999	ERX4814261|ERX4811441|ERX4813474|ERX4812720
Gp0619881	Targeted Gene Survey	incomplete	Gs0154244	Gb0297431	PRJEB42019	SAMEA7723999	ERX4805146|ERX4804342|ERX4805782|ERX4807170|ERX4806205|ERX4807994
Gp0578196	Metagenome	incomplete	Gs0154244	Gb0297376	PRJEB42019	SAMEA7723686	ERX4814263|ERX4812722|ERX4813476|ERX4811443
Gp0619634	Targeted Gene Survey	incomplete	Gs0154244	Gb0297376	PRJEB42019	SAMEA7723686	ERX4805784|ERX4805364|ERX4807380|ERX4809729|ERX4803698|ERX4806798|ERX4804344
Gp0578388	Metagenome	incomplete	Gs0154244	Gb0297443	PRJEB42019	SAMEA7724022	ERX4812773|ERX4811494
Gp0619904	Targeted Gene Survey	incomplete	Gs0154244	Gb0297443	PRJEB42019	SAMEA7724022	ERX4809836|ERX4805826|ERX4804388
Gp0619914	Targeted Gene Survey	incomplete	Gs0154244	Gb0297449	PRJEB42019	SAMEA7724032	ERX4804398|ERX4805836|ERX4808006
Gp0578394	Metagenome	incomplete	Gs0154244	Gb0297449	PRJEB42019	SAMEA7724032	ERX4812779|ERX4811500
Gp0619916	Targeted Gene Survey	incomplete	Gs0154244	Gb0297451	PRJEB42019	SAMEA7724034	ERX4805838|ERX4809741|ERX4804400
Gp0578396	Metagenome	incomplete	Gs0154244	Gb0297451	PRJEB42019	SAMEA7724034	ERX4811502|ERX4812781
Gp0578422	Metagenome	incomplete	Gs0154244	Gb0297477	PRJEB42019	SAMEA7724375	ERX4813545|ERX4814332
Gp0620090	Targeted Gene Survey	incomplete	Gs0154244	Gb0297477	PRJEB42019	SAMEA7724375	ERX4805166|ERX4807189|ERX4806225
Gp0578433	Metagenome	incomplete	Gs0154244	Gb0297488	PRJEB42019	SAMEA7724386	ERX4813556|ERX4814343
Gp0620101	Targeted Gene Survey	incomplete	Gs0154244	Gb0297488	PRJEB42019	SAMEA7724386	ERX4805177|ERX4807200|ERX4806236
Gp0577743	Metagenome	incomplete	Gs0154244	Gb0297330	PRJEB42019	SAMEA7723427	ERX4812957|ERX4811107|ERX4812386|ERX4813744
Gp0619396	Targeted Gene Survey	incomplete	Gs0154244	Gb0297330	PRJEB42019	SAMEA7723427	ERX4803848|ERX4805581|ERX4807481|ERX4806948|ERX4803416|ERX4804923|ERX4804139|ERX4809785|ERX4806523|ERX4805983
Gp0619584	Targeted Gene Survey	incomplete	Gs0154244	Gb0315917	PRJEB42019	SAMEA7723636	ERX4804573|ERX4807317|ERX4806340|ERX4803635|ERX4806735|ERX4805301
Gp0619011	Metagenome	Permanent Draft	Gs0154244	Gb0315917	PRJEB42019	SAMEA7723636	ERX4814495|ERX4813095|ERX4813882
Gp0619013	Metagenome	Permanent Draft	Gs0154244	Gb0315919	PRJEB42019	SAMEA7723638	ERX4813887|ERX4813100|ERX4814500
Gp0619586	Targeted Gene Survey	incomplete	Gs0154244	Gb0315919	PRJEB42019	SAMEA7723638	ERX4806342|ERX4807319|ERX4803637|ERX4806737|ERX4805303|ERX4804578
Gp0618829	Metagenome	Permanent Draft	Gs0154244	Gb0315735	PRJEB42019	SAMEA7723866	ERX4811044|ERX4812892|ERX4813679|ERX4812323
Gp0619766	Targeted Gene Survey	incomplete	Gs0154244	Gb0315735	PRJEB42019	SAMEA7723866	ERX4804072|ERX4805517|ERX4809773
Gp0619862	Targeted Gene Survey	incomplete	Gs0154244	Gb0315965	PRJEB42019	SAMEA7723980	ERX4804298|ERX4807898|ERX4806165|ERX4805738|ERX4807130|ERX4807709|ERX4805106
Gp0619059	Metagenome	Permanent Draft	Gs0154244	Gb0315965	PRJEB42019	SAMEA7723980	ERX4814174|ERX4812647|ERX4811368|ERX4813387|ERX4814575
Gp0619864	Targeted Gene Survey	incomplete	Gs0154244	Gb0315967	PRJEB42019	SAMEA7723982	ERX4805740|ERX4806167|ERX4807132|ERX4805108|ERX4804300|ERX4807797
Gp0619061	Metagenome	Permanent Draft	Gs0154244	Gb0315967	PRJEB42019	SAMEA7723982	ERX4812649|ERX4814176|ERX4811370|ERX4814577|ERX4813389
Gp0618741	Metagenome	incomplete	Gs0154244	Gb0315647	PRJEB42019	SAMEA7723502	ERX4814096|ERX4813309
Gp0619453	Targeted Gene Survey	incomplete	Gs0154244	Gb0315647	PRJEB42019	SAMEA7723502	ERX4806597|ERX4803692|ERX4807702|ERX4803491|ERX4806792|ERX4804270|ERX4803923|ERX4805714|ERX4807374|ERX4807891|ERX4805358|ERX4807554
Gp0619458	Targeted Gene Survey	incomplete	Gs0154244	Gb0315652	PRJEB42019	SAMEA7723507	ERX4806147|ERX4803496|ERX4807559|ERX4803928|ERX4805088|ERX4805719|ERX4807793|ERX4807112|ERX4806602|ERX4804279
Gp0618746	Metagenome	Permanent Draft	Gs0154244	Gb0315652	PRJEB42019	SAMEA7723507	ERX4813318|ERX4811319|ERX4814105|ERX4812598
Gp0618982	Metagenome	Permanent Draft	Gs0154244	Gb0315888	PRJEB42019	SAMEA7723530	ERX4812674|ERX4814602|ERX4813414|ERX4811395|ERX4814201
Gp0619481	Targeted Gene Survey	incomplete	Gs0154244	Gb0315888	PRJEB42019	SAMEA7723530	ERX4805131|ERX4803519|ERX4807804|ERX4807582|ERX4806625|ERX4807155|ERX4806190|ERX4804325|ERX4803951|ERX4805765
Gp0618989	Metagenome	incomplete	Gs0154244	Gb0315895	PRJEB42019	SAMEA7723537	ERX4814616|ERX4813428|ERX4814215
Gp0619488	Targeted Gene Survey	incomplete	Gs0154244	Gb0315895	PRJEB42019	SAMEA7723537	ERX4807589|ERX4805144|ERX4803958|ERX4807716|ERX4807905|ERX4804339|ERX4803526|ERX4805779|ERX4807168|ERX4806632|ERX4806203
Gp0619554	Targeted Gene Survey	incomplete	Gs0154244	Gb0315762	PRJEB42019	SAMEA7723603	ERX4806697|ERX4805263|ERX4809770|ERX4805504|ERX4807279|ERX4803597|ERX4804059
Gp0618856	Metagenome	Permanent Draft	Gs0154244	Gb0315762	PRJEB42019	SAMEA7723603	ERX4812879|ERX4811031|ERX4812311|ERX4813666
Gp0619566	Targeted Gene Survey	incomplete	Gs0154244	Gb0315899	PRJEB42019	SAMEA7723618	ERX4803617|ERX4805283|ERX4806717|ERX4807299|ERX4804533|ERX4806315
Gp0618993	Metagenome	Permanent Draft	Gs0154244	Gb0315899	PRJEB42019	SAMEA7723618	ERX4813843|ERX4813056|ERX4814456
Gp0619599	Targeted Gene Survey	incomplete	Gs0154244	Gb0315932	PRJEB42019	SAMEA7723651	ERX4803650|ERX4806750|ERX4805316|ERX4807332|ERX4804598
Gp0619026	Metagenome	incomplete	Gs0154244	Gb0315932	PRJEB42019	SAMEA7723651	ERX4813906|ERX4813119|ERX4814519
Gp0619033	Metagenome	Permanent Draft	Gs0154244	Gb0315939	PRJEB42019	SAMEA7723658	ERX4813922|ERX4814535|ERX4813135
Gp0619606	Targeted Gene Survey	incomplete	Gs0154244	Gb0315939	PRJEB42019	SAMEA7723658	ERX4807339|ERX4806362|ERX4803657|ERX4804614|ERX4806757|ERX4805323
Gp0619607	Targeted Gene Survey	incomplete	Gs0154244	Gb0315940	PRJEB42019	SAMEA7723659	ERX4804616|ERX4803658|ERX4807340|ERX4806758|ERX4805324
Gp0619034	Metagenome	Permanent Draft	Gs0154244	Gb0315940	PRJEB42019	SAMEA7723659	ERX4813924|ERX4813137|ERX4814537
Gp0619781	Targeted Gene Survey	incomplete	Gs0154244	Gb0315800	PRJEB42019	SAMEA7723881	ERX4807669|ERX4804096|ERX4807858|ERX4805539
Gp0619902	Targeted Gene Survey	incomplete	Gs0154244	Gb0315411	PRJEB42019	SAMEA7724020	ERX4804386|ERX4809738|ERX4805824
Gp0619903	Targeted Gene Survey	incomplete	Gs0154244	Gb0315412	PRJEB42019	SAMEA7724021	ERX4804387|ERX4807727|ERX4805825|ERX4807916
Gp0619811	Targeted Gene Survey	incomplete	Gs0154244	Gb0315421	PRJEB42019	SAMEA7723919	ERX4804172|ERX4809694|ERX4805615
Gp0618515	Metagenome	Permanent Draft	Gs0154244	Gb0315421	PRJEB42019	SAMEA7723919	ERX4812436|ERX4811157
Gp0619908	Targeted Gene Survey	incomplete	Gs0154244	Gb0315413	PRJEB42019	SAMEA7724026	ERX4804392|ERX4808005|ERX4805830
Gp0618528	Metagenome	Permanent Draft	Gs0154244	Gb0315434	PRJEB42019	SAMEA7723388	ERX4812858|ERX4813645|ERX4812286|ERX4811006
Gp0619357	Targeted Gene Survey	incomplete	Gs0154244	Gb0315434	PRJEB42019	SAMEA7723388	ERX4806873|ERX4807655|ERX4803809|ERX4807845|ERX4806485|ERX4805483|ERX4804848|ERX4805911|ERX4807442|ERX4804038|ERX4803377
Gp0619426	Targeted Gene Survey	incomplete	Gs0154244	Gb0315444	PRJEB42019	SAMEA7723473	ERX4803462|ERX4803681|ERX4807526|ERX4806781|ERX4806408|ERX4804700|ERX4807363|ERX4806569|ERX4805347|ERX4803894
Gp0618538	Metagenome	Permanent Draft	Gs0154244	Gb0315444	PRJEB42019	SAMEA7723473	ERX4813240|ERX4811264|ERX4812543|ERX4814027
Gp0619522	Targeted Gene Survey	incomplete	Gs0154244	Gb0315475	PRJEB42019	SAMEA7723571	ERX4803560|ERX4805226
Gp0618662	Metagenome	incomplete	Gs0154244	Gb0315568	PRJEB42019	SAMEA7724359	ERX4812847|ERX4813634
Gp0620074	Targeted Gene Survey	incomplete	Gs0154244	Gb0315568	PRJEB42019	SAMEA7724359	ERX4804837
Gp0619730	Targeted Gene Survey	incomplete	Gs0154244	Gb0315527	PRJEB42019	SAMEA7723830	ERX4805465|ERX4804020|ERX4807742
Gp0619377	Targeted Gene Survey	incomplete	Gs0154244	Gb0315782	PRJEB42019	SAMEA7723408	ERX4803397|ERX4805550|ERX4803829|ERX4807759|ERX4805956|ERX4806505|ERX4807462|ERX4804107|ERX4806920|ERX4804895
Gp0618876	Metagenome	Permanent Draft	Gs0154244	Gb0315782	PRJEB42019	SAMEA7723408	ERX4812924|ERX4811075|ERX4812354|ERX4813711
Gp0620142	Targeted Gene Survey	incomplete	Gs0154244	Gb0315619	PRJEB42019	SAMEA7724432	ERX4806679
Gp0619664	Targeted Gene Survey	incomplete	Gs0154244	Gb0315828	PRJEB42019	SAMEA7723716	ERX4805396|ERX4803730|ERX4806830|ERX4807412
Gp0618922	Metagenome	Permanent Draft	Gs0154244	Gb0315828	PRJEB42019	SAMEA7723716	ERX4814309|ERX4813522
Gp0618842	Metagenome	Permanent Draft	Gs0154244	Gb0315748	PRJEB42019	SAMEA7723395	ERX4813658|ERX4811023|ERX4812871|ERX4812303
Gp0619364	Targeted Gene Survey	incomplete	Gs0154244	Gb0315748	PRJEB42019	SAMEA7723395	ERX4805496|ERX4803384|ERX4807449|ERX4807659|ERX4806692|ERX4803591|ERX4803816|ERX4804051|ERX4807849|ERX4806492|ERX4807273|ERX4805257
Gp0619143	Metagenome	incomplete	Gs0154244	Gb0316049	PRJEB42019	SAMEA7723409	ERX4813714|ERX4812927
Gp0619378	Targeted Gene Survey	incomplete	Gs0154244	Gb0316049	PRJEB42019	SAMEA7723409	ERX4805553|ERX4804110|ERX4809780|ERX4805958|ERX4806506|ERX4806922|ERX4807463|ERX4803830|ERX4804897|ERX4803398
Gp0619384	Targeted Gene Survey	incomplete	Gs0154244	Gb0315863	PRJEB42019	SAMEA7723415	ERX4807864|ERX4807469|ERX4804907|ERX4803836|ERX4803404|ERX4805967|ERX4806932|ERX4807675|ERX4806512|ERX4805565
Gp0618957	Metagenome	Permanent Draft	Gs0154244	Gb0315863	PRJEB42019	SAMEA7723415	ERX4812939|ERX4813726|ERX4814447|ERX4811089|ERX4812368
Gp0618890	Metagenome	Permanent Draft	Gs0154244	Gb0315796	PRJEB42019	SAMEA7723453	ERX4813834|ERX4811187|ERX4813047|ERX4812466
Gp0619406	Targeted Gene Survey	incomplete	Gs0154244	Gb0315796	PRJEB42019	SAMEA7723453	ERX4807506|ERX4806031|ERX4804194|ERX4805637|ERX4807693|ERX4806549|ERX4807882|ERX4806997|ERX4803874|ERX4803442|ERX4804972
Gp0618961	Metagenome	Permanent Draft	Gs0154244	Gb0315867	PRJEB42019	SAMEA7723457	ERX4813838|ERX4811191|ERX4814451|ERX4812470|ERX4813051
Gp0619410	Targeted Gene Survey	incomplete	Gs0154244	Gb0315867	PRJEB42019	SAMEA7723457	ERX4805641|ERX4806553|ERX4806035|ERX4804198|ERX4803878|ERX4803446|ERX4807001|ERX4804976|ERX4807510|ERX4809699
Gp0619006	Metagenome	Permanent Draft	Gs0154244	Gb0315912	PRJEB42019	SAMEA7723631	ERX4813876|ERX4813089|ERX4814489
Gp0619579	Targeted Gene Survey	incomplete	Gs0154244	Gb0315912	PRJEB42019	SAMEA7723631	ERX4806730|ERX4806334|ERX4805296|ERX4804566|ERX4807312|ERX4803630
Gp0618943	Metagenome	Permanent Draft	Gs0154244	Gb0315849	PRJEB42019	SAMEA7724010	ERX4812746|ERX4811467
Gp0619892	Targeted Gene Survey	incomplete	Gs0154244	Gb0315849	PRJEB42019	SAMEA7724010	ERX4804363|ERX4805802|ERX4809832
Gp0618951	Metagenome	Permanent Draft	Gs0154244	Gb0315857	PRJEB42019	SAMEA7724371	ERX4813529|ERX4814316
Gp0620086	Targeted Gene Survey	incomplete	Gs0154244	Gb0315857	PRJEB42019	SAMEA7724371	ERX4806221|ERX4805162|ERX4807185
Gp0619379	Targeted Gene Survey	incomplete	Gs0154244	Gb0315858	PRJEB42019	SAMEA7723410	ERX4804112|ERX4805959|ERX4806507|ERX4806923|ERX4803831|ERX4804898|ERX4807464|ERX4807673|ERX4807862|ERX4805555|ERX4803399
Gp0618952	Metagenome	Permanent Draft	Gs0154244	Gb0315858	PRJEB42019	SAMEA7723410	ERX4813716|ERX4811079|ERX4814437|ERX4812929|ERX4812358
Gp0619640	Targeted Gene Survey	incomplete	Gs0154244	Gb0315804	PRJEB42019	SAMEA7723692	ERX4804364|ERX4807810|ERX4803706|ERX4805372|ERX4806806|ERX4805803|ERX4807388
Gp0618898	Metagenome	Permanent Draft	Gs0154244	Gb0315804	PRJEB42019	SAMEA7723692	ERX4814284|ERX4812747|ERX4811468|ERX4813497
Gp0619478	Targeted Gene Survey	incomplete	Gs0154244	Gb0315885	PRJEB42019	SAMEA7723527	ERX4807579|ERX4804321|ERX4805761|ERX4807712|ERX4807901|ERX4806187|ERX4803948|ERX4803516|ERX4807152|ERX4805128|ERX4806622
Gp0618979	Metagenome	Permanent Draft	Gs0154244	Gb0315885	PRJEB42019	SAMEA7723527	ERX4814197|ERX4812670|ERX4811391|ERX4814598|ERX4813410
Gp0618985	Metagenome	Permanent Draft	Gs0154244	Gb0315891	PRJEB42019	SAMEA7723533	ERX4813417|ERX4814605|ERX4814204|ERX4811398|ERX4812677
Gp0619484	Targeted Gene Survey	incomplete	Gs0154244	Gb0315891	PRJEB42019	SAMEA7723533	ERX4805134|ERX4809825|ERX4806628|ERX4803954|ERX4804328|ERX4806193|ERX4805768|ERX4807585|ERX4803522|ERX4807158
Gp0619084	Metagenome	Permanent Draft	Gs0154244	Gb0315990	PRJEB42019	SAMEA7724143	ERX4814468|ERX4813855|ERX4813068
Gp0619998	Targeted Gene Survey	incomplete	Gs0154244	Gb0315990	PRJEB42019	SAMEA7724143	ERX4804545
Gp0618909	Metagenome	Permanent Draft	Gs0154244	Gb0315815	PRJEB42019	SAMEA7723703	ERX4813509|ERX4814296|ERX4811484|ERX4812763
Gp0619651	Targeted Gene Survey	incomplete	Gs0154244	Gb0315815	PRJEB42019	SAMEA7723703	ERX4803717|ERX4805383|ERX4806817|ERX4805815|ERX4808001|ERX4807399|ERX4804377
Gp0620037	Targeted Gene Survey	incomplete	Gs0154244	Gb0316029	PRJEB42019	SAMEA7724182	ERX4806066|ERX4807032|ERX4804624|ERX4805007|ERX4806369
Gp0619123	Metagenome	Permanent Draft	Gs0154244	Gb0316029	PRJEB42019	SAMEA7724182	ERX4814545|ERX4813932|ERX4813145
Gp0619114	Metagenome	Permanent Draft	Gs0154244	Gb0316020	PRJEB42019	SAMEA7724173	ERX4813913|ERX4813126|ERX4814526
Gp0620028	Targeted Gene Survey	incomplete	Gs0154244	Gb0316020	PRJEB42019	SAMEA7724173	ERX4806057|ERX4804605|ERX4807023|ERX4804998
Gp0620046	Targeted Gene Survey	incomplete	Gs0154244	Gb0316038	PRJEB42019	SAMEA7724191	ERX4804640|ERX4806075|ERX4807041|ERX4805016
Gp0619132	Metagenome	Permanent Draft	Gs0154244	Gb0316038	PRJEB42019	SAMEA7724191	ERX4813948|ERX4814561|ERX4813161
Gp0618924	Metagenome	Permanent Draft	Gs0154244	Gb0315830	PRJEB42019	SAMEA7723718	ERX4813524|ERX4814311
Gp0619666	Targeted Gene Survey	incomplete	Gs0154244	Gb0315830	PRJEB42019	SAMEA7723718	ERX4805398|ERX4807414|ERX4803732|ERX4806832
Gp0619670	Targeted Gene Survey	incomplete	Gs0154244	Gb0315834	PRJEB42019	SAMEA7723722	ERX4807417|ERX4803736|ERX4806836|ERX4805402
Gp0618928	Metagenome	incomplete	Gs0154244	Gb0315834	PRJEB42019	SAMEA7723722	ERX4813528|ERX4814315
Gp0619686	Targeted Gene Survey	incomplete	Gs0154244	Gb0315457	PRJEB42019	SAMEA7723738	ERX4805850|ERX4807821|ERX4805418|ERX4803752|ERX4804412|ERX4807433
Gp0618551	Metagenome	incomplete	Gs0154244	Gb0315457	PRJEB42019	SAMEA7723738	ERX4813561|ERX4814348
Gp0619049	Metagenome	Permanent Draft	Gs0154244	Gb0315955	PRJEB42019	SAMEA7723890	ERX4813718|ERX4811081|ERX4814439|ERX4812360|ERX4812931
Gp0619790	Targeted Gene Survey	incomplete	Gs0154244	Gb0315955	PRJEB42019	SAMEA7723890	ERX4809681|ERX4804900|ERX4806925|ERX4805557|ERX4804114|ERX4805961
Gp0619397	Targeted Gene Survey	incomplete	Gs0154244	Gb0315752	PRJEB42019	SAMEA7723437	ERX4806972|ERX4805597|ERX4804154|ERX4807491|ERX4803858|ERX4804947|ERX4803426|ERX4807684|ERX4807873|ERX4806006|ERX4806533
Gp0618846	Metagenome	Permanent Draft	Gs0154244	Gb0315752	PRJEB42019	SAMEA7723437	ERX4812418|ERX4811139|ERX4813800|ERX4813013
Gp0619415	Targeted Gene Survey	incomplete	Gs0154244	Gb0315670	PRJEB42019	SAMEA7723462	ERX4803451|ERX4806400|ERX4804681|ERX4807515|ERX4807062|ERX4806096|ERX4806558|ERX4803883|ERX4805037
Gp0618764	Metagenome	Permanent Draft	Gs0154244	Gb0315670	PRJEB42019	SAMEA7723462	ERX4812525|ERX4814008|ERX4813221|ERX4811246
Gp0619700	Targeted Gene Survey	incomplete	Gs0154244	Gb0315720	PRJEB42019	SAMEA7723800	ERX4803990|ERX4809760|ERX4805435
Gp0619708	Targeted Gene Survey	incomplete	Gs0154244	Gb0315505	PRJEB42019	SAMEA7723808	ERX4805443|ERX4809661|ERX4803998
Gp0619714	Targeted Gene Survey	incomplete	Gs0154244	Gb0315511	PRJEB42019	SAMEA7723814	ERX4805449|ERX4809763|ERX4804004
Gp0618872	Metagenome	Permanent Draft	Gs0154244	Gb0315778	PRJEB42019	SAMEA7723912	ERX4812428|ERX4813810|ERX4811149|ERX4813023
Gp0619805	Targeted Gene Survey	incomplete	Gs0154244	Gb0315778	PRJEB42019	SAMEA7723912	ERX4804164|ERX4806013|ERX4807769|ERX4805607|ERX4806979|ERX4804954
Gp0618875	Metagenome	Permanent Draft	Gs0154244	Gb0315781	PRJEB42019	SAMEA7723915	ERX4813815|ERX4813028|ERX4811154|ERX4812433
Gp0619808	Targeted Gene Survey	incomplete	Gs0154244	Gb0315781	PRJEB42019	SAMEA7723915	ERX4806983|ERX4809692|ERX4804958|ERX4805612|ERX4806017|ERX4804169
Gp0619719	Targeted Gene Survey	incomplete	Gs0154244	Gb0315516	PRJEB42019	SAMEA7723819	ERX4805454|ERX4804009|ERX4809764
Gp0619722	Targeted Gene Survey	incomplete	Gs0154244	Gb0315519	PRJEB42019	SAMEA7723822	ERX4804012|ERX4807929|ERX4805457
Gp0619504	Targeted Gene Survey	incomplete	Gs0154244	Gb0315692	PRJEB42019	SAMEA7723553	ERX4805872|ERX4806255|ERX4807219|ERX4807605|ERX4805196|ERX4803974|ERX4806647|ERX4807919|ERX4804434|ERX4807730|ERX4803542
Gp0618786	Metagenome	incomplete	Gs0154244	Gb0315692	PRJEB42019	SAMEA7723553	ERX4813583|ERX4814370
Gp0619512	Targeted Gene Survey	incomplete	Gs0154244	Gb0315465	PRJEB42019	SAMEA7723561	ERX4803550|ERX4807239|ERX4805216
Gp0619539	Targeted Gene Survey	incomplete	Gs0154244	Gb0315492	PRJEB42019	SAMEA7723588	ERX4805243|ERX4807262|ERX4803577
Gp0619540	Targeted Gene Survey	incomplete	Gs0154244	Gb0315493	PRJEB42019	SAMEA7723589	ERX4805244|ERX4803578
