Number	Item	Vote	Comments	Filename
6.4	Metabolomics, metaproteomics, & other omics methods	NA	Not applicable - only RNA sequencing performed	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
6.5	Contextual & linked datasets	No	No additional linked datasets described	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
6.6	Batch effects	No	No discussion of batch effects	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
7.0	Bioinformatics analyses	Yes	Describes assembly and mapping software/methods, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
7.1	Quality control	Yes	Details read filtering criteria and QC steps, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
7.2	Normalization	No	No normalization methods described	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
7.3	Database information	Yes	References SILVA database version for rRNA analysis, p.3	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
7.4	Statistical methods	No	No statistical analyses described	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
7.5	Missing data	Yes	Notes failed samples due to insufficient RNA yields, p.1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
7.6	Bias & confounding variables	No	No discussion of potential biases	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
7.7	Subgroup analysis	NA	Not applicable for data announcement	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
7.8	Sensitivity analyses	NA	Not applicable for data announcement	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
7.9	Criteria for significance	NA	Not applicable for data announcement	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
8.0	Metadata access	Yes	Provides BioSample and BioProject IDs in Table 1, p.2	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
8.1	Host data access (if applicable)	NA	No host organism studied	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
8.2	Raw data access	Yes	Provides NCBI accession numbers and JGI portal access, p.5	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
8.3	Processed data access	Yes	Assembly data available through specified repositories, p.5	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
8.4	Software & source code access	Yes	Lists software versions and references, pp.1,5	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
8.5	Reproducible research	Yes	Methods detailed enough for reproduction	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
9.0	Descriptive data	Yes	Sample and sequencing characteristics provided in Table 1	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
10.0	Microbiome sequencing data	Yes	Metatranscriptome data described and accessible	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
10.1	Metabolomics, proteomics, & other omics data	NA	Not applicable - only RNA sequencing performed	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
10.2	Statistical analyses	NA	Not applicable for data announcement	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
10.3	Figures, tables, & captions	Yes	Comprehensive Table 1 with clear caption	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
11.0	Key results	Yes	Reports sequencing outputs and assembly statistics	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
11.1	Interpretation	Yes	Discusses implications of rRNA content and coverage	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
11.2	Limitations	Yes	Notes ineffective rRNA depletion, p.3	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
11.3	Generalizability	No	Does not discuss broader applicability	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
12.0	Ongoing & future work	No	Future directions not discussed	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
13.0	Conclusions	No	No explicit conclusions section	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
14.0	Acknowledgements	Yes	Detailed acknowledgments including permits and facilities, p.3	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
14.1	Funding	Yes	Comprehensive funding information provided, p.4	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
15.0	Conflicts of interest	Yes	"States ""The authors declare no conflict of interest"", p.1"	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
16.0	Supplementary data & files	No	No supplementary files mentioned	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
17.0	Sample & data availability	Yes	Clear data availability statement with multiple access points, p.5	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
18.0	AI usage	No	No AI methods mentioned	nguyen-et-al-2024-metatranscriptomes-of-two-biological-soil-crust-types-from-the-mojave-desert-in-response-to-wetting.tsv
1.0	Structured or unstructured abstract	Yes	Unstructured abstract present on pg 15783 containing background, methods, results, and conclusions	file.tsv
1.1	Study design	Yes	"Study design described in abstract: ""large-scale survey of potential INP sources in tundra terrain"""	file.tsv
1.2	Environmental & sample information	Yes	Abstract describes specific environmental system (thermokarst regions, tundra terrain) and sample types (permafrost, active layer, ice wedge, vegetation, water, aerosol)	file.tsv
1.3	Host information (if applicable)	NA	Study did not involve host organisms	file.tsv
1.4	Experiments & omics methods	Yes	Abstract describes sample collection and INP analyses performed	file.tsv
1.5	Analyses & results	Yes	Abstract summarizes key analyses and results, including INP concentrations and heat sensitivity tests	file.tsv
2.0	Background & rationale	Yes	Introduction (pg 15783-15784) provides detailed background on thermokarst processes, INPs, and Arctic climate	file.tsv
2.1	Hypotheses or questions	Yes	"Research objectives stated on pg 15784: to survey ""previously uncharacterized potential sources of airborne terrestrial-based Arctic INPs"""	file.tsv
3.0	Study design	Yes	Detailed in Methods section 2.1 (pg 15784). Observational study with field sampling conducted Sept 1-17, 2021	file.tsv
3.1	Samples	Yes	Sample types and collection methods described in detail in Methods sections 2.1-2.2	file.tsv
3.2	Environmental context & geographic location	Yes	Study conducted near Utqiagvik, Alaska with specific coordinates provided in Table 1	file.tsv
3.3	Relevant dates	Yes	Sampling dates specified (Sept 1-17, 2021) with pre-campaign measurements Aug 22-24	file.tsv
3.4	Host(s) (if applicable)	NA	Study did not involve host organisms	file.tsv
3.5	Ethics	No	No mention of permits or ethical approvals	file.tsv
3.6	Environmental conditions & experimental treatments	Yes	Environmental conditions described including wind speeds, temperatures, and weather conditions	file.tsv
3.7	Sample collection	Yes	Detailed methods for collecting each sample type provided in Methods section 2.1	file.tsv
3.8	Eligibility/selection criteria	Yes	"Site selection criteria described on pg 15784: ""Sites were chosen based on accessibility with all-terrain vehicles (ATVs) as well as to maximize areal coverage and diversity of terrain and weather conditions"""	file.tsv
3.9	Analytic sample size	Yes	Sample numbers provided throughout results and in Table 1	file.tsv
4.0	Storage & preservation	Yes	Sample storage and preservation methods described on pg 15786	file.tsv
4.1	Shipping	No	No information provided about sample transport	file.tsv
4.2	Extraction methods	Yes	Methods for extracting and processing samples described in section 2.2	file.tsv
4.3	Experiments & sample processing	Yes	Sample processing methods detailed in section 2.2	file.tsv
4.4	Library preparation	NA	Study did not involve sequencing libraries	file.tsv
4.5	Depletion, enrichment, & multiplexing	NA	Study did not involve nucleic acid work	file.tsv
4.6	Primer selection	NA	Study did not involve PCR or primers	file.tsv
5.0	Positive controls	No	No mention of positive controls	file.tsv
5.1	Negative controls	Yes	Blank controls described for aerosol samples on pg 15786	file.tsv
6.0	Quantification & quality assessments	Yes	Quality control measures described including confidence intervals and corrections	file.tsv
6.1	Contaminant mitigation & identification	Yes	Methods to control for contamination described including filter cleaning and blanks	file.tsv
6.2	Replication	Yes	Multiple samples collected at each site and replication described throughout methods	file.tsv
6.3	Sequencing methods	NA	Study did not involve sequencing	file.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	NA	Study did not involve omics methods	file.tsv
6.5	Contextual & linked datasets	No	No mention of linked datasets	file.tsv
6.6	Batch effects	No	Batch effects not discussed	file.tsv
7.0	Bioinformatics analyses	Yes	Statistical analyses and PCA described in Methods	file.tsv
7.1	Quality control	Yes	Quality control measures described including blank corrections and confidence intervals	file.tsv
7.2	Normalization	Yes	Data normalization methods described for freezing point depression corrections	file.tsv
7.3	Database information	NA	Study did not use databases	file.tsv
7.4	Statistical methods	Yes	Statistical methods including PCA and confidence intervals described	file.tsv
7.5	Missing data	No	Handling of missing data not discussed	file.tsv
7.6	Bias & confounding variables	Yes	Potential biases discussed including wind effects and sampling limitations	file.tsv
7.7	Subgroup analysis	Yes	Subgroup analyses performed for different sample types and locations	file.tsv
7.8	Sensitivity analyses	Yes	Heat sensitivity analyses performed and described	file.tsv
7.9	Criteria for significance	Yes	95% confidence intervals used and described	file.tsv
8.0	Metadata access	Yes	Data availability statement provided	file.tsv
8.1	Host data access (if applicable)	NA	Study did not involve host organisms	file.tsv
8.2	Raw data access	Yes	Data availability statement indicates data are available at DOI provided	file.tsv
8.3	Processed data access	Yes	Data availability statement indicates processed data are available	file.tsv
8.4	Software & source code access	No	No code availability statement	file.tsv
8.5	Reproducible research	No	No explicit statement about reproducibility	file.tsv
9.0	Descriptive data	Yes	Sample characteristics summarized in results and Table 1	file.tsv
10.0	Microbiome sequencing data	NA	Study did not involve microbiome sequencing	file.tsv
10.1	Metabolomics, proteomics, & other omics data	NA	Study did not involve omics data	file.tsv
10.2	Statistical analyses	Yes	Statistical analysis results presented throughout Results section	file.tsv
10.3	Figures, tables, & captions	Yes	Multiple clear figures and tables with detailed captions provided	file.tsv
11.0	Key results	Yes	Key findings summarized in Discussion and Conclusions	file.tsv
11.1	Interpretation	Yes	Results interpreted in context of objectives and previous work	file.tsv
11.2	Limitations	Yes	Study limitations discussed	file.tsv
11.3	Generalizability	Yes	Generalizability of findings discussed in relation to other Arctic regions	file.tsv
12.0	Ongoing & future work	Yes	Future research directions discussed in Conclusions	file.tsv
13.0	Conclusions	Yes	Clear conclusions provided	file.tsv
14.0	Acknowledgements	Yes	Detailed acknowledgements provided	file.tsv
14.1	Funding	Yes	Funding sources acknowledged	file.tsv
15.0	Conflicts of interest	Yes	Competing interests statement provided	file.tsv
16.0	Supplementary data & files	Yes	Supplementary information referenced	file.tsv
17.0	Sample & data availability	Yes	Data availability statement provided with DOI	file.tsv
18.0	AI usage	No	No statement about AI usage provided	file.tsv
1.0	Structured or unstructured abstract	Yes	Unstructured abstract present with background, methods, results and conclusions sections.	Molecular Ecology - 2023 - He - Diversity  distribution  and expression of opsin genes in freshwater lakes.tsv
1.1	Study design	Yes	"States ""incubation experiment"" and describes metagenomics/transcriptomics approach in abstract"	Molecular Ecology - 2023 - He - Diversity  distribution  and expression of opsin genes in freshwater lakes.tsv
