accession	Package.content	Package.display_name	Status.status	Status.when	access	id	last_update	publication_date	submission_date	owner_name	description	organism_name	taxonomy_id	taxonomy_name	elev	env_broad_scale	env_local_scale	env_package	env_medium	geo_loc_name	host_subject_id	investigation_type	project_name	sample_name	sample_type	samp_store_dur	samp_store_loc	samp_store_temp	diet	host_body_habitat	host_body_product	host_tissue_sampled	host_common_name	host	host_taxid	host_diet	host_life_stage	host_sex	cur_vegetation	ph	oxy_stat_samp	experimental_factor	soil_type	life_stage	sex	host_substrate	chem_administration	gravidity	host_age	host_last_meal	host_family_relationship	substrate	store_cond	density	diss_oxygen	fluor	host_disease	air_temp	drainage_class	cur_land_use	water_content	water_content_soil_meth	local_class	fao_class	link_climate_info	ph_meth	soil_text_measure	samp_vol_we_dna_ext	carb_nitro_ratio	slope_gradient	tot_nitro	tot_org_carb	annual_season_temp	flooding	soil_horizon	link_class_info	soil_texture_meth
SAMEA7724224	Generic.1.0	Generic	live	2020-12-20T10:32:02.821	public	17119253	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.473	EBI	soil sample 8.Myrold59.soil.18.NRCS0426	soil metagenome	410658	soil metagenome	1242	cropland biome	cropland	soil	soil	USA: Oregon,Harney County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s018	soil																	Biogeographical study	Alvodest										-80							cropland	16.22584686	gravemetric	Fine, smectitic, mesic Sodic Aquicambids														
SAMEA7724225	Generic.1.0	Generic	live	2020-12-20T10:31:23.384	public	17119254	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.536	EBI	soil sample 9.Myrold59.soil.19.NRCS0436	soil metagenome	410658	soil metagenome	460	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: Oregon,Lincoln County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s019	soil																	Biogeographical study	Bohannon										-80							temperate coniferous forest	65.25774777	gravemetric	Fine-loamy, isotic, mesic Andic Humudepts														
SAMEA7724226	Generic.1.0	Generic	live	2020-12-20T10:30:57.768	public	17119255	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.566	EBI	soil sample 8.Myrold59.soil.20.NRCS0466	soil metagenome	410658	soil metagenome	104	cropland biome	cropland	soil	soil	USA: Oregon,Morrow County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s020	soil																	Biogeographical study	Quincy										-80							cropland	14.34269186	gravemetric	Mixed, mesic Xeric Torripsamments														
SAMEA7724227	Generic.1.0	Generic	live	2020-12-20T10:31:11.608	public	17119256	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.630	EBI	soil sample 8.Myrold59.soil.21.NRCS0476	soil metagenome	410658	soil metagenome	46	temperate coniferous forest biome	temperate coniferous forest	soil	soil	USA: Oregon,Coos County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s021	soil																	Biogeographical study	Bullards										-80							temperate coniferous forest	17.57797233	gravemetric	Coarse-loamy, isotic, isomesic, ortstein Typic Haplorthods														
SAMEA7724228	Generic.1.0	Generic	live	2020-12-20T10:31:10.861	public	17119257	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.676	EBI	soil sample 8.Myrold59.soil.22.NRCS0526	soil metagenome	410658	soil metagenome	548	temperate shrubland biome	temperate shrubland	soil	soil	USA: Oregon,Josephine County			Microbial Biogeography of Oregon Soils	qiita_sid_13114:13114.myrold.59.s022	soil																	Biogeographical study	Eightlar										-80							temperate shrubland	21.57024981	gravemetric	Clayey-skeletal, magnesic, mesic Typic Dystroxerepts														
SAMEA7724229	Generic.1.0	Generic	live	2020-12-20T10:31:16.798	public	17119258	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.723	EBI	Botton section symbiotic garden	insect metagenome	1234904	insect metagenome	62	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Puerto Viejo,La Selva Biological Station			Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s002	fungus garden								zompopas		12957																																										
SAMEA7724230	Generic.1.0	Generic	live	2020-12-20T10:32:34.192	public	17119259	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.770	EBI	Refuse dump bottom	insect metagenome	1234904	insect metagenome	29	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Carara National Park			Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s010	fungus garden dump								zompopas		520822																																										
SAMEA7724231	Generic.1.0	Generic	live	2020-12-20T10:32:20.830	public	17119260	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.816	EBI	Botton section symbiotic garden	insect metagenome	1234904	insect metagenome	44	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Carara National Park			Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s012	fungus garden								zompopas		520822																																										
SAMEA7724232	Generic.1.0	Generic	live	2020-12-20T10:35:45.398	public	17119261	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.863	EBI	Botton section symbiotic garden	insect metagenome	1234904	insect metagenome	42	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Carara National Park			Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s016	fungus garden								zompopas		520822																																										
SAMEA7724233	Generic.1.0	Generic	live	2020-12-20T10:32:32.792	public	17119262	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.910	EBI	Refuse dump bottom	insect metagenome	1234904	insect metagenome	42	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Carara National Park			Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s018	fungus garden dump								zompopas		520822																																										
SAMEA7724234	Generic.1.0	Generic	live	2020-12-20T10:32:53.629	public	17119263	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:16.956	EBI	surface soil	salt marsh metagenome	1504975	salt marsh metagenome	4	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s001	soil														bare soil	7.3		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.122	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	58.85% sand, 39.8% silt, 1.3% clay										
SAMEA7724235	Generic.1.0	Generic	live	2020-12-20T10:32:21.533	public	17119264	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.003	EBI	subsurface soil	salt marsh metagenome	1504975	salt marsh metagenome	4	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s002	soil														bare soil	7.49		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.128	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	70.8% sand, 29.1 % silt, 0.03% clay										
SAMEA7724236	Generic.1.0	Generic	live	2020-12-20T10:32:45.514	public	17119265	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.066	EBI	subsurface soil	salt marsh metagenome	1504975	salt marsh metagenome	2	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s003	soil														bare soil	8.12		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.316	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	75.8% sand, 24.1% silt										
SAMEA7724237	Generic.1.0	Generic	live	2020-12-20T10:32:15.171	public	17119266	2021-08-23T00:27:34.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.113	EBI	surface soil	salt marsh metagenome	1504975	salt marsh metagenome	2	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s004	soil														bare soil	8.24		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.258	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	54.4% sand, 45.6% silt										
SAMEA7724238	Generic.1.0	Generic	live	2020-12-20T10:32:18.653	public	17119267	2021-08-23T00:27:35.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.146	EBI	subsurface soil	salt marsh metagenome	1504975	salt marsh metagenome	3	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s005	soil														bare soil	7.6		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.142	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	95% sand, 4.9% silt										
SAMEA7724239	Generic.1.0	Generic	live	2020-12-20T10:31:39.669	public	17119268	2021-08-23T00:27:35.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.190	EBI	surface soil	salt marsh metagenome	1504975	salt marsh metagenome	3	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s006	soil														bare soil	6.71		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.133	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	61.3% sand, 38.6 % silt										
SAMEA7724240	Generic.1.0	Generic	live	2020-12-20T10:32:22.250	public	17119269	2021-08-23T00:27:35.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.240	EBI	surface soil	salt marsh metagenome	1504975	salt marsh metagenome	3	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s007	soil														bare soil	6.86		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.111	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	9.9% sand, 60% silt, 30% clay										
SAMEA7724241	Generic.1.0	Generic	live	2020-12-20T10:31:20.409	public	17119270	2021-08-23T00:27:35.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.286	EBI	subsurface soil	salt marsh metagenome	1504975	salt marsh metagenome	3	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s008	soil														bare soil	6.58		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.156	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	65 % sand, 28% silt, 6.5 % clay										
SAMEA7724242	Generic.1.0	Generic	live	2020-12-20T10:31:29.871	public	17119271	2021-08-23T00:27:36.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.333	EBI	subsurface soil	salt marsh metagenome	1504975	salt marsh metagenome	4	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s009	soil														bare soil	7.14		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.116	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	70.8% sand, 29.1 % silt, 0.03% clay										
SAMEA7724243	Generic.1.0	Generic	live	2020-12-20T10:32:46.208	public	17119272	2021-08-23T00:27:36.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.396	EBI	subsurface soil	salt marsh metagenome	1504975	salt marsh metagenome	4	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s010	soil														bare soil	7.13		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.105	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	70.8% sand, 29.1 % silt, 0.03% clay										
SAMEA7724244	Generic.1.0	Generic	live	2020-12-20T10:32:09.344	public	17119273	2021-08-23T00:27:37.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.440	EBI	surface soil	salt marsh metagenome	1504975	salt marsh metagenome	4	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s011	soil														bare soil	6.9		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.168	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	58.85% sand, 39.8% silt, 1.3% clay										
SAMEA7724245	Generic.1.0	Generic	live	2020-12-20T10:32:39.883	public	17119274	2021-08-23T00:27:36.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.490	EBI	surface soil	salt marsh metagenome	1504975	salt marsh metagenome	4	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s012	soil														bare soil	7.35		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.17	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	58.85% sand, 39.8% silt, 1.3% clay										
SAMEA7724246	Generic.1.0	Generic	live	2020-12-20T10:32:32.066	public	17119275	2021-08-23T00:27:36.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.536	EBI	subsurface soil	salt marsh metagenome	1504975	salt marsh metagenome	2	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s013	soil														bare soil	8.13		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.266	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	75.8% sand, 24.1% silt										
SAMEA7724247	Generic.1.0	Generic	live	2020-12-20T10:31:59.221	public	17119276	2021-08-23T00:27:36.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.566	EBI	subsurface soil	salt marsh metagenome	1504975	salt marsh metagenome	2	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s014	soil														bare soil	8.36		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.313	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	75.8% sand, 24.1% silt										
SAMEA7724248	Generic.1.0	Generic	live	2020-12-20T10:31:13.085	public	17119277	2021-08-23T00:27:36.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.613	EBI	surface soil	salt marsh metagenome	1504975	salt marsh metagenome	2	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s015	soil														bare soil	8.18		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.256	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	54.4% sand, 45.6% silt										
SAMEA7724249	Generic.1.0	Generic	live	2020-12-20T10:31:33.358	public	17119278	2021-08-23T00:27:35.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.660	EBI	surface soil	salt marsh metagenome	1504975	salt marsh metagenome	2	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s016	soil														bare soil	7.7		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.25	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	54.4% sand, 45.6% silt										
SAMEA7724250	Generic.1.0	Generic	live	2020-12-20T10:32:26.423	public	17119279	2021-08-23T00:27:35.000	2020-12-17T00:00:00.000	2020-12-19T08:06:17.706	EBI	surface soil	salt marsh metagenome	1504975	salt marsh metagenome	3	marine salt marsh biome	saline marsh	soil	soil	Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel			MinT	qiita_sid_13114:13114.roy.chowdhury.45.s018	soil														bare soil	6.93		salinity											5 months frozen (-80C), including transport on dry ice from Spain to PNNL							marshlands (grass,sedges,rushes)	0.114	gravimetry		arenosols	http://eca.knmi.nl/download/ensembles/ensembles.php	1:5, soil:water ratio	61.3% sand, 38.6 % silt										
